CNTYFIPS,State,Year,TotalCaseCounts,TotalSolvedCounts
"Bristol, MA",Massachusetts,1992,13,12
"Bristol, MA",Massachusetts,1993,7,6
"Bristol, MA",Massachusetts,1994,11,9
"Bristol, MA",Massachusetts,1995,9,7
"Bristol, MA",Massachusetts,1996,9,8
"Bristol, MA",Massachusetts,1997,7,7
"Bristol, MA",Massachusetts,1998,9,9
"Bristol, MA",Massachusetts,1999,10,8
"Bristol, MA",Massachusetts,2000,8,8
"Bristol, MA",Massachusetts,2001,14,10
"Bristol, MA",Massachusetts,2002,11,6
"Bristol, MA",Massachusetts,2003,17,12
"Bristol, MA",Massachusetts,2004,12,10
"Bristol, MA",Massachusetts,2005,13,10
"Bristol, MA",Massachusetts,2006,18,17
"Bristol, MA",Massachusetts,2007,11,10
"Bristol, MA",Massachusetts,2008,16,9
"Bristol, MA",Massachusetts,2009,17,16
"Bristol, MA",Massachusetts,2010,14,7
"Bristol, MA",Massachusetts,2011,9,5
"Bristol, MA",Massachusetts,2012,6,6
"Bristol, MA",Massachusetts,2013,9,8
"Bristol, MA",Massachusetts,2014,6,5
"Bristol, MA",Massachusetts,2015,8,7
"Bristol, MA",Massachusetts,2016,11,8
"Bristol, MA",Massachusetts,2017,15,13
"Bristol, MA",Massachusetts,2018,7,7
"Bristol, MA",Massachusetts,2019,14,14
"Bristol, RI",Rhodes Island,1977,1,1
"Bristol, RI",Rhodes Island,1985,1,1
"Bristol, RI",Rhodes Island,1991,3,3
"Bristol, RI",Rhodes Island,1992,1,1
"Bristol, RI",Rhodes Island,2001,1,1
"Bristol, RI",Rhodes Island,2008,2,2
"Bristol, RI",Rhodes Island,2017,1,1
"Bristol, VA",Virginia,1977,1,1
"Bristol, VA",Virginia,1978,2,2
"Bristol, VA",Virginia,1980,2,2
"Bristol, VA",Virginia,1981,1,1
"Bristol, VA",Virginia,1982,1,1
"Bristol, VA",Virginia,1985,1,1
"Bristol, VA",Virginia,1986,1,1
"Bristol, VA",Virginia,1990,2,1
"Bristol, VA",Virginia,1993,1,1
"Bristol, VA",Virginia,1995,1,1
"Bristol, VA",Virginia,1997,2,2
"Bristol, VA",Virginia,1998,1,1
"Bristol, VA",Virginia,1999,1,1
"Bristol, VA",Virginia,2000,2,2
"Bristol, VA",Virginia,2001,3,2
"Bristol, VA",Virginia,2004,1,1
"Bristol, VA",Virginia,2005,2,2
"Bristol, VA",Virginia,2006,3,3
"Bristol, VA",Virginia,2010,1,1
"Bristol, VA",Virginia,2011,1,1
"Bristol, VA",Virginia,2012,2,2
"Bristol, VA",Virginia,2014,1,1
"Bristol, VA",Virginia,2016,1,1
"Bristol, VA",Virginia,2018,3,3
"Bristol, VA",Virginia,2019,1,1
"Broadwater, MT",Montana,1988,1,1
"Broadwater, MT",Montana,1989,2,2
"Broadwater, MT",Montana,1997,1,1
"Broadwater, MT",Montana,2008,1,1
"Broadwater, MT",Montana,2017,1,1
"Broadwater, MT",Montana,2019,1,1
"Brooke, WV",West Virginia,1976,4,4
"Brooke, WV",West Virginia,1978,1,1
"Brooke, WV",West Virginia,1981,1,1
"Brooke, WV",West Virginia,1982,2,2
"Brooke, WV",West Virginia,1990,1,1
"Brooke, WV",West Virginia,1992,1,1
"Brooke, WV",West Virginia,1993,1,1
"Brooke, WV",West Virginia,1998,1,1
"Brooke, WV",West Virginia,2002,1,1
"Brooke, WV",West Virginia,2003,1,1
"Brooke, WV",West Virginia,2007,1,1
"Brooke, WV",West Virginia,2010,2,2
"Brooke, WV",West Virginia,2014,2,1
"Brookings, SD",South Dakota,1979,1,1
"Brookings, SD",South Dakota,1995,2,2
"Brookings, SD",South Dakota,2000,1,1
"Brookings, SD",South Dakota,2011,1,1
"Brookings, SD",South Dakota,2019,2,2
"Brooks, GA",Georgia,1977,1,1
"Brooks, GA",Georgia,1981,1,1
"Brooks, GA",Georgia,1988,2,2
"Brooks, GA",Georgia,1989,3,1
"Brooks, GA",Georgia,1990,2,2
"Brooks, GA",Georgia,1991,1,1
"Brooks, GA",Georgia,1992,2,2
"Brooks, GA",Georgia,1995,1,1
"Brooks, GA",Georgia,1996,1,1
"Brooks, GA",Georgia,1997,1,1
"Brooks, GA",Georgia,1999,1,1
"Brooks, GA",Georgia,2006,1,1
"Brooks, GA",Georgia,2008,1,1
"Brooks, GA",Georgia,2009,2,2
"Brooks, GA",Georgia,2010,1,1
"Brooks, GA",Georgia,2011,1,1
"Brooks, GA",Georgia,2013,2,2
"Brooks, GA",Georgia,2014,1,1
"Brooks, GA",Georgia,2015,1,1
"Brooks, GA",Georgia,2017,1,1
"Brooks, TX",Texas,1976,1,1
"Brooks, TX",Texas,1978,2,2
"Brooks, TX",Texas,1979,3,3
"Brooks, TX",Texas,1980,1,1
"Brooks, TX",Texas,1981,2,2
"Brooks, TX",Texas,1982,1,1
"Brooks, TX",Texas,1984,1,1
"Brooks, TX",Texas,1987,1,1
"Brooks, TX",Texas,1988,2,2
"Brooks, TX",Texas,1989,1,1
"Brooks, TX",Texas,1991,1,1
"Brooks, TX",Texas,1992,1,1
"Brooks, TX",Texas,1995,1,1
"Brooks, TX",Texas,2003,1,1
"Brooks, TX",Texas,2006,1,1
"Brooks, TX",Texas,2007,1,1
"Brooks, TX",Texas,2008,1,1
"Brooks, TX",Texas,2009,1,1
"Brooks, TX",Texas,2010,1,1
"Brooks, TX",Texas,2011,1,1
"Brooks, TX",Texas,2012,1,1
"Brooks, TX",Texas,2013,1,1
"Brooks, TX",Texas,2014,1,1
"Brooks, TX",Texas,2015,1,1
"Broome, NY",New York,1976,2,2
"Broome, NY",New York,1977,1,1
"Broome, NY",New York,1978,5,5
"Broome, NY",New York,1980,6,5
"Broome, NY",New York,1981,5,3
"Broome, NY",New York,1982,3,2
"Broome, NY",New York,1983,2,1
"Broome, NY",New York,1984,5,5
"Broome, NY",New York,1985,2,2
"Broome, NY",New York,1986,4,4
"Broome, NY",New York,1987,3,3
"Broome, NY",New York,1988,4,4
"Broome, NY",New York,1989,2,1
"Broome, NY",New York,1990,7,7
"Broome, NY",New York,1991,4,4
"Broome, NY",New York,1992,4,4
"Broome, NY",New York,1993,4,4
"Broome, NY",New York,1994,7,5
"Broome, NY",New York,1995,2,2
"Broome, NY",New York,1996,6,6
"Broome, NY",New York,1997,4,3
"Broome, NY",New York,1998,2,2
"Broome, NY",New York,1999,5,5
"Broome, NY",New York,2000,2,1
"Broome, NY",New York,2001,2,2
"Broome, NY",New York,2002,9,9
"Broome, NY",New York,2003,3,3
"Broome, NY",New York,2004,2,2
"Broome, NY",New York,2005,6,4
"Broome, NY",New York,2006,6,6
"Broome, NY",New York,2007,4,4
"Broome, NY",New York,2008,2,2
"Broome, NY",New York,2009,19,19
"Broome, NY",New York,2010,6,3
"Broome, NY",New York,2011,3,3
"Broome, NY",New York,2012,7,6
"Broome, NY",New York,2013,8,7
"Broome, NY",New York,2014,4,4
"Broome, NY",New York,2015,7,6
"Broome, NY",New York,2016,5,5
"Broome, NY",New York,2017,4,2
"Broome, NY",New York,2018,7,6
"Broome, NY",New York,2019,4,4
"Broomfield, CO",Colorado,2004,1,1
"Broomfield, CO",Colorado,2009,4,4
"Broomfield, CO",Colorado,2010,3,3
"Broomfield, CO",Colorado,2011,1,1
"Broomfield, CO",Colorado,2012,2,2
"Broomfield, CO",Colorado,2013,1,1
"Broomfield, CO",Colorado,2015,1,1
"Broomfield, CO",Colorado,2017,1,1
"Broomfield, CO",Colorado,2019,2,2
"Broward, FL",Florida,1976,108,82
"Broward, FL",Florida,1977,81,63
"Broward, FL",Florida,1978,97,68
"Broward, FL",Florida,1979,138,102
"Broward, FL",Florida,1980,189,111
"Broward, FL",Florida,1981,184,121
"Broward, FL",Florida,1982,156,101
"Broward, FL",Florida,1983,132,92
"Broward, FL",Florida,1984,124,79
"Broward, FL",Florida,1985,132,90
"Broward, FL",Florida,1986,137,91
"Broward, FL",Florida,1987,139,88
"Broward, FL",Florida,1992,97,70
"Broward, FL",Florida,1993,112,92
"Broward, FL",Florida,1994,108,85
"Broward, FL",Florida,1995,92,72
"Broward, FL",Florida,1996,130,112
"Broward, FL",Florida,1997,88,68
"Broward, FL",Florida,1998,84,69
"Broward, FL",Florida,1999,74,56
"Broward, FL",Florida,2000,3,2
"Broward, FL",Florida,2001,93,60
"Broward, FL",Florida,2002,91,69
"Broward, FL",Florida,2003,73,43
"Broward, FL",Florida,2004,69,47
"Broward, FL",Florida,2005,67,48
"Broward, FL",Florida,2006,95,63
"Broward, FL",Florida,2007,116,78
"Broward, FL",Florida,2008,93,64
"Broward, FL",Florida,2009,78,57
"Broward, FL",Florida,2010,77,58
"Broward, FL",Florida,2011,71,44
"Broward, FL",Florida,2012,85,62
"Broward, FL",Florida,2013,91,60
"Broward, FL",Florida,2014,91,71
"Broward, FL",Florida,2015,98,70
"Broward, FL",Florida,2016,93,57
"Broward, FL",Florida,2017,116,66
"Broward, FL",Florida,2018,104,81
"Broward, FL",Florida,2019,1,1
"Brown, IL",Illinois,1983,2,1
"Brown, IN",Indiana,1979,1,1
"Brown, IN",Indiana,1986,3,3
"Brown, IN",Indiana,2002,3,3
"Brown, IN",Indiana,2008,2,2
"Brown, IN",Indiana,2009,1,1
"Brown, IN",Indiana,2012,1,1
"Brown, IN",Indiana,2015,1,1
"Brown, KS",Kansas,1977,2,2
"Brown, KS",Kansas,1985,2,2
"Brown, KS",Kansas,1987,2,2
"Brown, KS",Kansas,1992,1,1
"Brown, KS",Kansas,2002,1,1
"Brown, KS",Kansas,2005,1,1
"Brown, KS",Kansas,2012,1,1
"Brown, KS",Kansas,2013,1,1
"Brown, MN",Minnesota,1980,1,1
"Brown, MN",Minnesota,1981,1,1
"Brown, MN",Minnesota,1987,1,1
"Brown, MN",Minnesota,2002,1,1
"Brown, MN",Minnesota,2014,1,1
"Brown, MN",Minnesota,2018,1,1
"Brown, NE",Nebraska,2011,1,1
"Brown, NE",Nebraska,2019,1,1
"Brown, OH",Ohio,1977,2,1
"Brown, OH",Ohio,1978,1,1
"Brown, OH",Ohio,1979,3,3
"Brown, OH",Ohio,1981,1,1
"Brown, OH",Ohio,1983,1,1
"Brown, OH",Ohio,2006,2,2
"Brown, OH",Ohio,2007,1,1
"Brown, OH",Ohio,2015,3,3
"Brown, OH",Ohio,2016,1,1
"Brown, OH",Ohio,2017,1,1
"Brown, OH",Ohio,2018,1,1
"Brown, SD",South Dakota,1987,1,1
"Brown, SD",South Dakota,1988,2,2
"Brown, SD",South Dakota,1991,1,1
"Brown, SD",South Dakota,1993,2,1
"Brown, SD",South Dakota,1994,1,1
"Brown, SD",South Dakota,1998,1,1
"Brown, SD",South Dakota,1999,1,1
"Brown, SD",South Dakota,2001,1,1
"Brown, SD",South Dakota,2003,1,1
"Brown, SD",South Dakota,2009,1,1
"Brown, SD",South Dakota,2015,3,3
"Brown, SD",South Dakota,2018,1,1
"Brown, TX",Texas,1977,2,2
"Brown, TX",Texas,1978,2,1
"Brown, TX",Texas,1979,2,2
"Brown, TX",Texas,1980,1,1
"Brown, TX",Texas,1981,6,4
"Brown, TX",Texas,1983,3,3
"Brown, TX",Texas,1984,2,2
"Brown, TX",Texas,1985,5,4
"Brown, TX",Texas,1986,3,3
"Brown, TX",Texas,1987,2,2
"Brown, TX",Texas,1989,4,2
"Brown, TX",Texas,1990,1,1
"Brown, TX",Texas,1992,3,2
"Brown, TX",Texas,1993,1,1
"Brown, TX",Texas,1994,1,1
"Brown, TX",Texas,1996,3,1
"Brown, TX",Texas,1997,1,1
"Brown, TX",Texas,1998,3,3
"Brown, TX",Texas,1999,1,1
"Brown, TX",Texas,2001,1,1
"Brown, TX",Texas,2002,1,1
"Brown, TX",Texas,2003,1,1
"Brown, TX",Texas,2004,3,3
"Brown, TX",Texas,2005,2,2
"Brown, TX",Texas,2008,2,2
"Brown, TX",Texas,2009,2,2
"Brown, TX",Texas,2012,4,4
"Brown, TX",Texas,2014,1,1
"Brown, TX",Texas,2015,1,1
"Brown, TX",Texas,2016,3,2
"Brown, TX",Texas,2017,1,1
"Brown, TX",Texas,2018,1,1
"Brown, TX",Texas,2019,1,1
"Brown, WI",Wisconsin,1979,4,3
"Brown, WI",Wisconsin,1980,1,1
"Brown, WI",Wisconsin,1983,3,2
"Brown, WI",Wisconsin,1984,3,2
"Brown, WI",Wisconsin,1985,2,1
"Brown, WI",Wisconsin,1986,4,3
"Brown, WI",Wisconsin,1987,3,3
"Brown, WI",Wisconsin,1988,5,4
"Brown, WI",Wisconsin,1989,2,2
"Brown, WI",Wisconsin,1990,4,4
"Brown, WI",Wisconsin,1991,2,2
"Brown, WI",Wisconsin,1993,4,4
"Brown, WI",Wisconsin,1994,5,5
"Brown, WI",Wisconsin,1995,4,4
"Brown, WI",Wisconsin,1996,6,6
"Brown, WI",Wisconsin,1997,7,6
"Brown, WI",Wisconsin,1999,7,6
"Brown, WI",Wisconsin,2000,2,2
"Brown, WI",Wisconsin,2001,3,1
"Brown, WI",Wisconsin,2002,6,6
"Brown, WI",Wisconsin,2003,2,2
"Brown, WI",Wisconsin,2004,8,7
"Brown, WI",Wisconsin,2005,5,5
"Brown, WI",Wisconsin,2006,3,3
"Brown, WI",Wisconsin,2007,4,4
"Brown, WI",Wisconsin,2008,2,2
"Brown, WI",Wisconsin,2009,2,2
"Brown, WI",Wisconsin,2010,7,7
"Brown, WI",Wisconsin,2011,5,5
"Brown, WI",Wisconsin,2012,8,7
"Brown, WI",Wisconsin,2013,4,4
"Brown, WI",Wisconsin,2014,4,4
"Brown, WI",Wisconsin,2015,7,6
"Brown, WI",Wisconsin,2016,11,11
"Brown, WI",Wisconsin,2017,4,4
"Brown, WI",Wisconsin,2018,4,4
"Brown, WI",Wisconsin,2019,5,5
"Brule, SD",South Dakota,2015,1,1
"Brule, SD",South Dakota,2018,1,1
"Brunswick, NC",North Carolina,1976,1,1
"Brunswick, NC",North Carolina,1977,4,4
"Brunswick, NC",North Carolina,1979,1,1
"Brunswick, NC",North Carolina,1980,2,2
"Brunswick, NC",North Carolina,1981,1,1
"Brunswick, NC",North Carolina,1982,4,4
"Brunswick, NC",North Carolina,1984,2,2
"Brunswick, NC",North Carolina,1985,2,2
"Brunswick, NC",North Carolina,1986,2,1
"Brunswick, NC",North Carolina,1987,3,2
"Brunswick, NC",North Carolina,1988,11,6
"Brunswick, NC",North Carolina,1989,1,1
"Brunswick, NC",North Carolina,1990,2,2
"Brunswick, NC",North Carolina,1991,9,8
"Brunswick, NC",North Carolina,1992,1,1
"Brunswick, NC",North Carolina,1993,2,1
"Brunswick, NC",North Carolina,1994,9,7
"Brunswick, NC",North Carolina,1996,14,14
"Brunswick, NC",North Carolina,1997,6,6
"Brunswick, NC",North Carolina,1998,7,6
"Brunswick, NC",North Carolina,1999,2,2
"Brunswick, NC",North Carolina,2000,7,7
"Brunswick, NC",North Carolina,2001,4,4
"Brunswick, NC",North Carolina,2002,2,2
"Brunswick, NC",North Carolina,2003,2,1
"Brunswick, NC",North Carolina,2004,3,2
"Brunswick, NC",North Carolina,2005,5,4
"Brunswick, NC",North Carolina,2006,8,7
"Brunswick, NC",North Carolina,2007,7,7
"Brunswick, NC",North Carolina,2008,2,2
"Brunswick, NC",North Carolina,2009,1,1
"Brunswick, NC",North Carolina,2011,1,1
"Brunswick, NC",North Carolina,2012,1,1
"Brunswick, NC",North Carolina,2013,2,2
"Brunswick, NC",North Carolina,2014,2,2
"Brunswick, NC",North Carolina,2017,1,1
"Brunswick, NC",North Carolina,2018,2,1
"Brunswick, NC",North Carolina,2019,4,4
"Brunswick, VA",Virginia,1976,2,2
"Brunswick, VA",Virginia,1977,4,4
"Brunswick, VA",Virginia,1978,4,4
"Brunswick, VA",Virginia,1979,2,2
"Brunswick, VA",Virginia,1980,4,4
"Brunswick, VA",Virginia,1981,3,3
"Brunswick, VA",Virginia,1982,2,2
"Brunswick, VA",Virginia,1983,2,2
"Brunswick, VA",Virginia,1984,3,3
"Brunswick, VA",Virginia,1985,2,2
"Brunswick, VA",Virginia,1986,3,3
"Brunswick, VA",Virginia,1987,2,2
"Brunswick, VA",Virginia,1988,3,3
"Brunswick, VA",Virginia,1990,1,1
"Brunswick, VA",Virginia,1991,2,2
"Brunswick, VA",Virginia,1992,1,1
"Brunswick, VA",Virginia,1993,2,2
"Brunswick, VA",Virginia,1994,2,1
"Brunswick, VA",Virginia,1996,2,2
"Brunswick, VA",Virginia,1998,3,3
"Brunswick, VA",Virginia,2000,2,2
"Brunswick, VA",Virginia,2003,2,1
"Brunswick, VA",Virginia,2005,2,2
"Brunswick, VA",Virginia,2006,2,1
"Brunswick, VA",Virginia,2008,1,1
"Brunswick, VA",Virginia,2009,1,1
"Brunswick, VA",Virginia,2011,1,1
"Brunswick, VA",Virginia,2018,1,1
"Bryan, GA",Georgia,1981,1,1
"Bryan, GA",Georgia,1982,2,2
"Bryan, GA",Georgia,1985,1,1
"Bryan, GA",Georgia,1986,2,1
"Bryan, GA",Georgia,1987,1,1
"Bryan, GA",Georgia,1989,1,1
"Bryan, GA",Georgia,1991,1,1
"Bryan, GA",Georgia,1995,1,1
"Bryan, GA",Georgia,1996,1,1
"Bryan, GA",Georgia,1998,1,1
"Bryan, GA",Georgia,2001,1,1
"Bryan, GA",Georgia,2011,1,1
"Bryan, GA",Georgia,2014,2,2
"Bryan, GA",Georgia,2016,2,1
"Bryan, GA",Georgia,2018,3,2
"Bryan, GA",Georgia,2019,1,1
"Bryan, OK",Oklahoma,1976,2,1
"Bryan, OK",Oklahoma,1977,3,3
"Bryan, OK",Oklahoma,1978,5,5
"Bryan, OK",Oklahoma,1979,3,3
"Bryan, OK",Oklahoma,1980,4,4
"Bryan, OK",Oklahoma,1982,4,3
"Bryan, OK",Oklahoma,1983,1,1
"Bryan, OK",Oklahoma,1984,1,1
"Bryan, OK",Oklahoma,1985,1,1
"Bryan, OK",Oklahoma,1986,7,7
"Bryan, OK",Oklahoma,1987,5,4
"Bryan, OK",Oklahoma,1989,2,2
"Bryan, OK",Oklahoma,1990,2,2
"Bryan, OK",Oklahoma,1991,2,2
"Bryan, OK",Oklahoma,1993,3,3
"Bryan, OK",Oklahoma,1995,1,1
"Bryan, OK",Oklahoma,1996,3,3
"Bryan, OK",Oklahoma,1997,2,1
"Bryan, OK",Oklahoma,1998,2,2
"Bryan, OK",Oklahoma,1999,2,2
"Bryan, OK",Oklahoma,2000,1,1
"Bryan, OK",Oklahoma,2001,3,3
"Bryan, OK",Oklahoma,2002,4,4
"Bryan, OK",Oklahoma,2003,2,2
"Bryan, OK",Oklahoma,2005,1,1
"Bryan, OK",Oklahoma,2006,1,1
"Bryan, OK",Oklahoma,2007,5,5
"Bryan, OK",Oklahoma,2008,1,1
"Bryan, OK",Oklahoma,2009,5,5
"Bryan, OK",Oklahoma,2011,2,2
"Bryan, OK",Oklahoma,2012,1,1
"Bryan, OK",Oklahoma,2013,3,3
"Bryan, OK",Oklahoma,2015,1,1
"Bryan, OK",Oklahoma,2019,1,1
"Buchanan, IA",Iowa,1982,1,1
"Buchanan, IA",Iowa,1990,1,1
"Buchanan, IA",Iowa,1995,1,1
"Buchanan, IA",Iowa,2002,1,1
"Buchanan, IA",Iowa,2003,1,1
"Buchanan, IA",Iowa,2008,2,2
"Buchanan, IA",Iowa,2017,2,2
"Buchanan, MO",Missouri,1976,2,1
"Buchanan, MO",Missouri,1977,2,2
"Buchanan, MO",Missouri,1978,4,3
"Buchanan, MO",Missouri,1979,2,2
"Buchanan, MO",Missouri,1980,7,6
"Buchanan, MO",Missouri,1981,3,3
"Buchanan, MO",Missouri,1982,4,4
"Buchanan, MO",Missouri,1983,6,4
"Buchanan, MO",Missouri,1984,2,2
"Buchanan, MO",Missouri,1985,5,4
"Buchanan, MO",Missouri,1986,3,2
"Buchanan, MO",Missouri,1987,1,1
"Buchanan, MO",Missouri,1988,3,1
"Buchanan, MO",Missouri,1989,2,2
"Buchanan, MO",Missouri,1990,4,4
"Buchanan, MO",Missouri,1991,2,1
"Buchanan, MO",Missouri,1992,2,2
"Buchanan, MO",Missouri,1993,2,2
"Buchanan, MO",Missouri,1994,3,2
"Buchanan, MO",Missouri,1995,1,1
"Buchanan, MO",Missouri,1997,4,4
"Buchanan, MO",Missouri,1998,4,4
"Buchanan, MO",Missouri,2001,3,3
"Buchanan, MO",Missouri,2003,1,1
"Buchanan, MO",Missouri,2004,6,6
"Buchanan, MO",Missouri,2005,3,3
"Buchanan, MO",Missouri,2007,2,2
"Buchanan, MO",Missouri,2008,4,4
"Buchanan, MO",Missouri,2009,4,3
"Buchanan, MO",Missouri,2010,10,8
"Buchanan, MO",Missouri,2011,5,5
"Buchanan, MO",Missouri,2012,2,1
"Buchanan, MO",Missouri,2013,4,4
"Buchanan, MO",Missouri,2014,3,1
"Buchanan, MO",Missouri,2015,13,13
"Buchanan, MO",Missouri,2016,8,8
"Buchanan, MO",Missouri,2017,13,11
"Buchanan, MO",Missouri,2018,8,5
"Buchanan, MO",Missouri,2019,2,1
"Buchanan, VA",Virginia,1976,3,3
"Buchanan, VA",Virginia,1977,7,7
"Buchanan, VA",Virginia,1978,3,3
"Buchanan, VA",Virginia,1979,3,3
"Buchanan, VA",Virginia,1980,7,7
"Buchanan, VA",Virginia,1981,4,4
"Buchanan, VA",Virginia,1982,3,3
"Buchanan, VA",Virginia,1984,4,4
"Buchanan, VA",Virginia,1985,2,2
"Buchanan, VA",Virginia,1986,2,2
"Buchanan, VA",Virginia,1987,1,1
"Buchanan, VA",Virginia,1988,2,2
"Buchanan, VA",Virginia,1989,5,4
"Buchanan, VA",Virginia,1992,2,2
"Buchanan, VA",Virginia,1993,2,2
"Buchanan, VA",Virginia,1994,3,3
"Buchanan, VA",Virginia,1998,1,1
"Buchanan, VA",Virginia,2000,2,2
"Buchanan, VA",Virginia,2001,1,1
"Buchanan, VA",Virginia,2002,7,7
"Buchanan, VA",Virginia,2003,2,2
"Buchanan, VA",Virginia,2004,6,6
"Buchanan, VA",Virginia,2005,1,1
"Buchanan, VA",Virginia,2006,1,1
"Buchanan, VA",Virginia,2008,2,1
"Buchanan, VA",Virginia,2009,6,6
"Buchanan, VA",Virginia,2010,4,4
"Buchanan, VA",Virginia,2011,7,5
"Buchanan, VA",Virginia,2012,1,1
"Buchanan, VA",Virginia,2014,1,1
"Buchanan, VA",Virginia,2015,1,1
"Buchanan, VA",Virginia,2016,4,4
"Buchanan, VA",Virginia,2017,2,2
"Buchanan, VA",Virginia,2019,1,1
"Buckingham, VA",Virginia,1976,1,1
"Buckingham, VA",Virginia,1978,2,2
"Buckingham, VA",Virginia,1979,1,1
"Buckingham, VA",Virginia,1980,2,2
"Buckingham, VA",Virginia,1981,2,2
"Buckingham, VA",Virginia,1982,4,4
"Buckingham, VA",Virginia,1983,2,2
"Buckingham, VA",Virginia,1984,2,2
"Buckingham, VA",Virginia,1987,1,1
"Buckingham, VA",Virginia,1988,1,1
"Buckingham, VA",Virginia,1989,4,4
"Buckingham, VA",Virginia,1993,3,3
"Buckingham, VA",Virginia,1994,4,4
"Buckingham, VA",Virginia,1996,1,1
"Buckingham, VA",Virginia,1997,2,2
"Buckingham, VA",Virginia,2005,1,1
"Buckingham, VA",Virginia,2007,1,1
"Buckingham, VA",Virginia,2011,1,1
"Buckingham, VA",Virginia,2013,1,1
"Buckingham, VA",Virginia,2014,2,2
"Buckingham, VA",Virginia,2016,1,1
"Buckingham, VA",Virginia,2017,3,2
"Buckingham, VA",Virginia,2018,1,1
"Buckingham, VA",Virginia,2019,2,2
"Bucks, PA",Pennsylvania,1976,23,15
"Bucks, PA",Pennsylvania,1977,12,8
"Bucks, PA",Pennsylvania,1978,15,9
"Bucks, PA",Pennsylvania,1979,15,9
"Bucks, PA",Pennsylvania,1980,12,8
"Bucks, PA",Pennsylvania,1981,15,10
"Bucks, PA",Pennsylvania,1982,15,12
"Bucks, PA",Pennsylvania,1983,7,6
"Bucks, PA",Pennsylvania,1984,12,8
"Bucks, PA",Pennsylvania,1985,12,11
"Bucks, PA",Pennsylvania,1986,17,14
"Bucks, PA",Pennsylvania,1987,10,9
"Bucks, PA",Pennsylvania,1988,10,8
"Bucks, PA",Pennsylvania,1989,6,5
"Bucks, PA",Pennsylvania,1990,11,9
"Bucks, PA",Pennsylvania,1991,10,8
"Bucks, PA",Pennsylvania,1992,10,9
"Bucks, PA",Pennsylvania,1993,12,7
"Bucks, PA",Pennsylvania,1994,12,11
"Bucks, PA",Pennsylvania,1995,6,5
"Bucks, PA",Pennsylvania,1996,6,4
"Bucks, PA",Pennsylvania,1997,8,7
"Bucks, PA",Pennsylvania,1998,10,7
"Bucks, PA",Pennsylvania,1999,5,4
"Bucks, PA",Pennsylvania,2000,3,3
"Bucks, PA",Pennsylvania,2001,11,10
"Bucks, PA",Pennsylvania,2002,7,7
"Bucks, PA",Pennsylvania,2003,8,8
"Bucks, PA",Pennsylvania,2004,6,5
"Bucks, PA",Pennsylvania,2005,18,18
"Bucks, PA",Pennsylvania,2006,12,10
"Bucks, PA",Pennsylvania,2007,10,7
"Bucks, PA",Pennsylvania,2008,7,6
"Bucks, PA",Pennsylvania,2009,9,7
"Bucks, PA",Pennsylvania,2010,6,6
"Bucks, PA",Pennsylvania,2011,8,7
"Bucks, PA",Pennsylvania,2012,8,8
"Bucks, PA",Pennsylvania,2013,10,9
"Bucks, PA",Pennsylvania,2014,9,7
"Bucks, PA",Pennsylvania,2015,7,6
"Bucks, PA",Pennsylvania,2016,12,10
"Bucks, PA",Pennsylvania,2017,17,11
"Bucks, PA",Pennsylvania,2018,26,25
"Bucks, PA",Pennsylvania,2019,11,8
"Buena Vista, IA",Iowa,1983,2,2
"Buena Vista, IA",Iowa,1986,1,1
"Buena Vista, IA",Iowa,1994,1,1
"Buena Vista, IA",Iowa,1996,3,3
"Buena Vista, IA",Iowa,1999,1,1
"Buena Vista, IA",Iowa,2001,1,1
"Buena Vista, IA",Iowa,2006,1,1
"Buena Vista, IA",Iowa,2014,1,1
"Buena Vista, VA",Virginia,1976,3,3
"Buena Vista, VA",Virginia,1977,1,1
"Buena Vista, VA",Virginia,1979,1,1
"Buena Vista, VA",Virginia,1980,1,1
"Buena Vista, VA",Virginia,1981,1,1
"Buena Vista, VA",Virginia,1982,2,2
"Buena Vista, VA",Virginia,1992,1,1
"Buena Vista, VA",Virginia,2005,1,1
"Buena Vista, VA",Virginia,2013,1,1
"Buffalo, NE",Nebraska,1976,2,2
"Buffalo, NE",Nebraska,1978,1,1
"Buffalo, NE",Nebraska,1979,2,2
"Buffalo, NE",Nebraska,1980,2,2
"Buffalo, NE",Nebraska,1981,1,1
"Buffalo, NE",Nebraska,1984,2,2
"Buffalo, NE",Nebraska,1986,1,1
"Buffalo, NE",Nebraska,1989,1,1
"Buffalo, NE",Nebraska,1992,2,2
"Buffalo, NE",Nebraska,1996,1,1
"Buffalo, NE",Nebraska,1999,2,1
"Buffalo, NE",Nebraska,2000,1,1
"Buffalo, NE",Nebraska,2005,1,1
"Buffalo, NE",Nebraska,2013,1,1
"Buffalo, NE",Nebraska,2014,1,1
"Buffalo, NE",Nebraska,2019,1,1
"Buffalo, WI",Wisconsin,1978,1,1
"Buffalo, WI",Wisconsin,1985,2,2
"Buffalo, WI",Wisconsin,1996,1,1
"Buffalo, WI",Wisconsin,1999,1,1
"Buffalo, WI",Wisconsin,2001,1,1
"Bullitt, KY",Kentucky,1976,5,2
"Bullitt, KY",Kentucky,1977,5,5
"Bullitt, KY",Kentucky,1978,1,1
"Bullitt, KY",Kentucky,1979,1,1
"Bullitt, KY",Kentucky,1980,3,2
"Bullitt, KY",Kentucky,1981,2,1
"Bullitt, KY",Kentucky,1982,1,1
"Bullitt, KY",Kentucky,1987,1,1
